S.No.,Age,Gender,Year in school,Subjects,Monthly_income,Financial_aid,Tuition,Housing,food,Junk food,Transport,Books,Entertainment,Personal,Technology,Recharge,Gym,Weekend,Health,Miscellaneous,Preferred_payment_method,Total,Average
406,22,Male,Senior,Engineering,817,555,5754,716,382,298,135,142,21,29,188,345,5000,450,183,41,Mobile Payment App,14239,949.2666667
407,22,Male,Sophomore,Biology,706,75,4080,874,139,298,183,93,41,47,136,345,5000,450,164,109,Cash,12034,802.2666667
408,18,Non-binary,Junior,Economics,1102,490,5853,669,230,298,122,118,41,74,276,345,5000,450,69,140,Cash,14175,945
409,22,Male,Sophomore,Engineering,1279,898,3980,471,265,298,148,77,68,37,132,345,5000,450,192,157,Credit/Debit Card,12518,834.5333333
410,18,Male,Sophomore,Economics,1457,998,4232,957,375,298,139,167,141,31,196,345,5000,450,35,55,Credit/Debit Card,13419,894.6
411,21,Female,Freshman,Psychology,1306,37,4943,569,326,298,100,277,91,85,246,345,5000,450,48,79,Cash,12894,859.6
412,25,Male,Sophomore,Engineering,1309,433,4563,495,309,298,152,290,84,99,256,345,5000,450,37,93,Credit/Debit Card,12904,860.2666667
413,19,Male,Freshman,Biology,1482,705,4973,433,294,298,144,233,149,59,167,345,5000,450,130,96,Credit/Debit Card,13476,898.4
414,23,Male,Sophomore,Economics,1468,333,4845,563,107,298,74,129,119,24,123,345,5000,450,98,173,Mobile Payment App,12681,845.4
415,25,Female,Sophomore,Economics,869,102,3556,544,387,298,161,158,48,80,163,345,5000,450,93,129,Credit/Debit Card,11514,767.6
416,18,Male,Junior,Economics,886,917,5448,808,155,298,169,150,24,60,129,345,5000,450,127,195,Mobile Payment App,14275,951.6666667
417,19,Female,Freshman,Economics,1443,831,4289,511,190,298,152,108,88,61,178,345,5000,450,146,103,Mobile Payment App,12750,850
418,23,Non-binary,Freshman,Biology,766,95,4782,880,254,298,174,238,50,48,158,345,5000,450,157,97,Cash,13026,868.4
419,22,Non-binary,Senior,Biology,1403,31,4595,761,331,298,179,57,97,67,273,345,5000,450,179,56,Cash,12719,847.9333333
420,24,Non-binary,Freshman,Engineering,1372,803,4080,432,386,298,184,50,65,83,248,345,5000,450,89,61,Credit/Debit Card,12574,838.2666667
421,23,Non-binary,Freshman,Biology,1428,597,5495,816,332,298,127,271,100,22,93,345,5000,450,163,60,Mobile Payment App,14169,944.6
422,19,Male,Junior,Biology,1303,60,4515,511,387,298,179,244,68,100,261,345,5000,450,35,154,Cash,12607,840.4666667
423,20,Non-binary,Sophomore,Economics,572,823,5879,438,360,298,72,118,80,45,265,345,5000,450,48,30,Credit/Debit Card,14251,950.0666667
424,23,Non-binary,Junior,Economics,558,194,4648,865,183,298,60,113,128,38,265,345,5000,450,42,167,Credit/Debit Card,12796,853.0666667
425,23,Female,Junior,Engineering,1049,476,5972,663,116,298,162,52,110,21,202,345,5000,450,86,63,Mobile Payment App,14016,934.4
426,18,Female,Freshman,Computer Science,923,108,3640,409,384,298,117,249,76,68,152,345,5000,450,86,128,Credit/Debit Card,11510,767.3333333
427,18,Female,Freshman,Engineering,621,35,5779,558,252,298,109,289,82,51,98,345,5000,450,53,100,Cash,13499,899.9333333
428,21,Non-binary,Junior,Economics,660,348,5689,731,123,298,88,89,67,64,186,345,5000,450,39,26,Mobile Payment App,13543,902.8666667
429,21,Non-binary,Freshman,Biology,528,92,3863,899,127,298,184,100,21,55,195,345,5000,450,125,134,Mobile Payment App,11888,792.5333333
430,23,Female,Freshman,Psychology,640,618,3719,513,195,298,144,275,33,63,150,345,5000,450,192,90,Mobile Payment App,12085,805.6666667
431,18,Female,Senior,Computer Science,1427,573,4307,797,224,298,161,136,87,59,159,345,5000,450,87,20,Mobile Payment App,12703,846.8666667
432,18,Male,Sophomore,Computer Science,527,405,4577,532,133,298,134,292,62,50,164,345,5000,450,33,127,Cash,12602,840.1333333
433,25,Female,Freshman,Psychology,1295,787,4591,764,358,298,142,190,121,77,244,345,5000,450,75,113,Cash,13555,903.6666667
434,23,Female,Sophomore,Economics,1219,491,5149,551,168,298,126,184,41,67,203,345,5000,450,83,35,Cash,13191,879.4
435,24,Female,Senior,Engineering,959,696,3200,593,318,298,188,153,150,89,285,345,5000,450,54,102,Cash,11921,794.7333333
436,18,Non-binary,Sophomore,Biology,1483,995,3770,569,328,298,159,103,126,92,284,345,5000,450,193,20,Credit/Debit Card,12732,848.8
437,19,Non-binary,Sophomore,Psychology,646,986,5700,857,309,298,77,88,66,98,174,345,5000,450,126,153,Mobile Payment App,14727,981.8
438,23,Male,Senior,Biology,818,353,5174,662,222,298,160,194,28,98,193,345,5000,450,177,166,Credit/Debit Card,13520,901.3333333
439,18,Male,Senior,Engineering,1268,598,3398,483,304,298,119,168,34,95,261,345,5000,450,107,172,Credit/Debit Card,11832,788.8
440,22,Non-binary,Freshman,Biology,563,345,4713,953,249,298,181,128,54,54,273,345,5000,450,40,122,Mobile Payment App,13205,880.3333333
441,21,Male,Freshman,Psychology,1253,464,5096,404,278,298,178,235,58,69,89,345,5000,450,161,101,Credit/Debit Card,13226,881.7333333
442,18,Non-binary,Sophomore,Engineering,791,739,5601,628,269,298,116,102,55,58,179,345,5000,450,66,136,Cash,14042,936.1333333
443,22,Non-binary,Sophomore,Psychology,847,964,3374,999,375,298,165,172,44,51,180,345,5000,450,30,125,Cash,12572,838.1333333
444,24,Male,Junior,Economics,668,36,5962,635,280,298,166,176,112,83,191,345,5000,450,115,41,Mobile Payment App,13890,926
445,24,Male,Freshman,Computer Science,1022,883,3174,832,121,298,137,142,54,65,93,345,5000,450,47,170,Cash,11811,787.4
446,20,Non-binary,Senior,Economics,725,704,3181,440,363,298,85,219,24,73,189,345,5000,450,190,33,Cash,11594,772.9333333
447,24,Non-binary,Junior,Biology,733,144,3556,427,214,298,71,212,136,73,296,345,5000,450,157,157,Credit/Debit Card,11536,769.0666667
448,18,Non-binary,Freshman,Engineering,684,745,4569,884,322,298,140,265,20,99,201,345,5000,450,132,164,Mobile Payment App,13634,908.9333333
449,20,Male,Senior,Psychology,604,494,3326,622,216,298,141,54,90,98,268,345,5000,450,56,137,Mobile Payment App,11595,773
450,23,Male,Sophomore,Engineering,1346,83,5626,799,120,298,125,292,140,47,62,345,5000,450,35,74,Mobile Payment App,13496,899.7333333
451,23,Non-binary,Junior,Biology,1464,750,3907,493,364,298,61,170,93,23,88,345,5000,450,113,191,Credit/Debit Card,12346,823.0666667
452,18,Male,Sophomore,Psychology,1258,333,5189,537,370,298,195,195,84,57,126,345,5000,450,125,71,Cash,13375,891.6666667
453,22,Male,Freshman,Economics,925,476,3755,718,227,298,80,173,70,88,185,345,5000,450,35,43,Cash,11943,796.2
454,18,Male,Sophomore,Computer Science,927,880,5715,748,217,298,146,227,97,46,220,345,5000,450,162,38,Mobile Payment App,14589,972.6
455,20,Non-binary,Freshman,Engineering,1230,967,3784,430,216,298,55,247,74,90,171,345,5000,450,52,162,Mobile Payment App,12341,822.7333333
456,23,Non-binary,Freshman,Psychology,1437,777,5522,852,375,298,99,55,150,21,195,345,5000,450,53,68,Credit/Debit Card,14260,950.6666667
457,21,Female,Sophomore,Computer Science,989,158,3913,919,377,298,159,152,115,40,299,345,5000,450,58,176,Credit/Debit Card,12459,830.6
458,19,Male,Senior,Biology,910,724,5884,422,365,298,164,294,146,34,258,345,5000,450,152,24,Cash,14560,970.6666667
459,18,Male,Freshman,Computer Science,1323,441,3373,701,369,298,60,235,44,78,276,345,5000,450,38,139,Cash,11847,789.8
460,20,Female,Sophomore,Engineering,668,33,4067,453,243,298,84,283,132,72,294,345,5000,450,50,99,Mobile Payment App,11903,793.5333333
461,25,Female,Senior,Biology,1004,465,5665,835,126,298,179,297,23,52,238,345,5000,450,79,104,Credit/Debit Card,14156,943.7333333
462,21,Female,Junior,Economics,1415,561,3083,967,347,298,114,175,100,30,166,345,5000,450,162,120,Credit/Debit Card,11918,794.5333333
463,18,Male,Freshman,Engineering,948,739,3799,812,344,298,111,205,139,94,249,345,5000,450,107,43,Credit/Debit Card,12735,849
464,21,Non-binary,Junior,Biology,1010,248,3146,972,356,298,170,60,67,54,77,345,5000,450,124,100,Mobile Payment App,11467,764.4666667
465,19,Female,Sophomore,Biology,873,549,3887,423,111,298,120,166,116,68,255,345,5000,450,137,30,Credit/Debit Card,11955,797
466,19,Female,Sophomore,Computer Science,921,148,4073,677,212,298,78,173,52,33,141,345,5000,450,161,69,Cash,11910,794
467,19,Female,Freshman,Engineering,1459,285,4511,619,299,298,145,295,96,71,95,345,5000,450,35,170,Mobile Payment App,12714,847.6
468,25,Male,Freshman,Biology,672,213,3980,420,362,298,64,290,131,53,201,345,5000,450,102,83,Credit/Debit Card,11992,799.4666667
469,23,Non-binary,Senior,Engineering,1461,299,4335,500,120,298,65,112,83,41,83,345,5000,450,54,107,Mobile Payment App,11892,792.8
470,24,Male,Senior,Psychology,1492,644,4495,468,234,298,76,205,58,80,159,345,5000,450,157,66,Credit/Debit Card,12735,849
471,19,Male,Senior,Computer Science,627,995,5863,937,188,298,177,155,137,97,117,345,5000,450,172,180,Cash,15111,1007.4
472,23,Male,Freshman,Computer Science,961,87,5819,781,393,298,56,155,64,86,146,345,5000,450,63,48,Mobile Payment App,13791,919.4
473,22,Male,Senior,Engineering,954,134,3455,664,332,298,183,227,36,69,180,345,5000,450,45,68,Credit/Debit Card,11486,765.7333333
474,20,Non-binary,Junior,Biology,1486,958,5843,757,119,298,135,72,114,47,82,345,5000,450,93,136,Mobile Payment App,14449,963.2666667
475,24,Female,Freshman,Psychology,1331,681,5918,949,335,298,125,258,94,94,171,345,5000,450,34,127,Mobile Payment App,14879,991.9333333
476,21,Female,Senior,Computer Science,551,492,3257,930,335,298,59,61,41,60,59,345,5000,450,146,151,Cash,11684,778.9333333
477,18,Non-binary,Senior,Biology,1352,475,5868,718,264,298,196,151,114,26,244,345,5000,450,65,57,Credit/Debit Card,14271,951.4
478,22,Female,Senior,Engineering,1437,204,3820,497,319,298,161,217,23,81,67,345,5000,450,125,149,Mobile Payment App,11756,783.7333333
479,25,Non-binary,Sophomore,Biology,1146,504,4965,707,295,298,127,114,97,30,141,345,5000,450,63,24,Mobile Payment App,13160,877.3333333
480,21,Male,Freshman,Biology,1341,899,3133,850,364,298,183,262,129,26,188,345,5000,450,94,130,Credit/Debit Card,12351,823.4
481,25,Female,Sophomore,Biology,1331,227,5479,750,155,298,184,88,87,72,87,345,5000,450,157,53,Mobile Payment App,13432,895.4666667
482,25,Male,Freshman,Computer Science,1195,845,3900,624,258,298,183,178,122,91,271,345,5000,450,53,94,Mobile Payment App,12712,847.4666667
483,24,Non-binary,Sophomore,Psychology,1247,269,5692,638,158,298,196,190,92,88,174,345,5000,450,100,68,Cash,13758,917.2
484,25,Female,Senior,Biology,663,798,5418,420,389,298,97,282,144,84,149,345,5000,450,123,167,Cash,14164,944.2666667
485,23,Female,Senior,Engineering,861,776,4227,924,143,298,190,208,114,82,119,345,5000,450,172,71,Credit/Debit Card,13119,874.6
486,23,Male,Senior,Economics,568,340,3025,620,300,298,92,233,75,52,296,345,5000,450,191,109,Credit/Debit Card,11426,761.7333333
487,20,Female,Senior,Psychology,802,254,4626,568,179,298,64,265,124,51,117,345,5000,450,158,123,Credit/Debit Card,12622,841.4666667
488,24,Male,Freshman,Economics,821,414,5858,719,174,298,133,52,76,65,142,345,5000,450,66,39,Cash,13831,922.0666667
489,19,Female,Freshman,Computer Science,1009,770,4354,511,300,298,189,156,150,54,270,345,5000,450,146,46,Credit/Debit Card,13039,869.2666667
490,19,Non-binary,Junior,Computer Science,526,633,3093,940,215,298,109,54,31,80,193,345,5000,450,192,42,Mobile Payment App,11675,778.3333333
491,22,Female,Junior,Computer Science,502,755,3717,473,153,298,54,53,92,50,290,345,5000,450,144,70,Mobile Payment App,11944,796.2666667
492,19,Non-binary,Freshman,Biology,860,550,5703,503,203,298,171,117,29,31,87,345,5000,450,82,196,Mobile Payment App,13765,917.6666667
493,18,Non-binary,Junior,Economics,1420,576,5141,835,168,298,102,277,57,47,260,345,5000,450,86,196,Cash,13838,922.5333333
494,21,Female,Senior,Computer Science,540,931,4582,651,221,298,135,100,21,39,75,345,5000,450,72,183,Mobile Payment App,13103,873.5333333
495,25,Non-binary,Freshman,Psychology,737,995,4234,562,288,298,62,293,103,89,281,345,5000,450,31,162,Mobile Payment App,13193,879.5333333
496,22,Non-binary,Freshman,Psychology,503,57,3138,843,276,298,177,175,37,26,258,345,5000,450,105,165,Cash,11350,756.6666667
497,22,Female,Freshman,Computer Science,673,972,5357,828,279,298,95,298,97,21,154,345,5000,450,34,162,Mobile Payment App,14390,959.3333333
498,25,Female,Freshman,Psychology,681,115,5355,848,209,298,118,51,112,83,240,345,5000,450,188,172,Cash,13584,905.6
499,22,Male,Freshman,Computer Science,1356,766,5387,599,347,298,200,238,77,65,190,345,5000,450,72,196,Mobile Payment App,14230,948.6666667
500,25,Female,Sophomore,Computer Science,1062,390,3394,946,298,298,117,191,116,36,102,345,5000,450,73,159,Credit/Debit Card,11915,794.3333333
501,18,Male,Sophomore,Economics,1399,653,3413,703,157,298,182,67,41,81,108,345,5000,450,154,28,Cash,11680,778.6666667
502,19,Female,Junior,Engineering,1402,705,3268,715,305,298,134,87,100,100,228,345,5000,450,103,144,Cash,11982,798.8
503,24,Non-binary,Sophomore,Engineering,1184,260,5610,490,376,298,168,183,102,73,183,345,5000,450,85,123,Cash,13746,916.4
504,21,Male,Senior,Economics,743,351,3735,746,305,298,51,201,55,74,284,345,5000,450,117,91,Cash,12103,806.8666667
505,25,Male,Sophomore,Biology,1384,490,3253,462,286,298,158,240,90,24,296,345,5000,450,191,115,Mobile Payment App,11698,779.8666667
506,20,Male,Junior,Biology,997,641,4000,589,167,298,130,142,24,70,179,345,5000,450,130,57,Credit/Debit Card,12222,814.8
507,24,Male,Senior,Engineering,618,109,4178,626,335,298,118,184,22,75,139,345,5000,450,85,65,Credit/Debit Card,12029,801.9333333
508,25,Female,Junior,Psychology,1320,498,5329,559,236,298,122,262,95,61,164,345,5000,450,108,65,Cash,13592,906.1333333
509,25,Male,Sophomore,Computer Science,959,522,4611,402,369,298,67,162,106,24,141,345,5000,450,45,87,Cash,12629,841.9333333
510,20,Non-binary,Junior,Psychology,950,656,4369,916,207,298,97,90,42,78,284,345,5000,450,75,48,Mobile Payment App,12955,863.6666667
511,24,Non-binary,Senior,Economics,1286,456,5916,973,263,298,60,108,115,22,116,345,5000,450,63,168,Credit/Debit Card,14353,956.8666667
512,19,Non-binary,Freshman,Computer Science,893,312,4417,981,156,298,141,240,125,59,161,345,5000,450,118,26,Cash,12829,855.2666667
513,18,Female,Freshman,Psychology,1126,891,4242,624,182,298,100,136,86,66,243,345,5000,450,83,30,Cash,12776,851.7333333
514,22,Male,Sophomore,Biology,679,481,5466,674,180,298,152,147,133,58,67,345,5000,450,130,159,Mobile Payment App,13740,916
515,25,Male,Freshman,Psychology,803,201,5914,859,143,298,173,143,142,96,170,345,5000,450,103,30,Credit/Debit Card,14067,937.8
516,18,Female,Senior,Biology,664,115,3692,963,213,298,70,230,150,74,199,345,5000,450,167,113,Credit/Debit Card,12079,805.2666667
517,18,Male,Senior,Computer Science,1500,777,5326,772,298,298,182,173,112,66,170,345,5000,450,41,103,Cash,14113,940.8666667
518,22,Male,Junior,Psychology,1005,777,5596,865,158,298,56,113,102,71,249,345,5000,450,148,196,Credit/Debit Card,14424,961.6
519,22,Female,Sophomore,Biology,883,640,5515,751,243,298,168,240,138,20,102,345,5000,450,55,93,Credit/Debit Card,14058,937.2
520,18,Non-binary,Freshman,Biology,1428,327,5183,822,118,298,184,209,27,50,212,345,5000,450,89,129,Cash,13443,896.2
521,21,Non-binary,Sophomore,Economics,906,449,3883,713,338,298,126,300,86,46,55,345,5000,450,64,122,Cash,12275,818.3333333
522,18,Non-binary,Freshman,Computer Science,991,836,3317,518,315,298,98,82,139,94,130,345,5000,450,145,151,Cash,11918,794.5333333
523,23,Female,Freshman,Engineering,1246,754,5420,504,372,298,107,222,104,31,163,345,5000,450,116,182,Mobile Payment App,14068,937.8666667
524,22,Female,Freshman,Biology,1273,10,4229,887,168,298,197,134,140,60,236,345,5000,450,95,136,Credit/Debit Card,12385,825.6666667
525,22,Male,Junior,Psychology,880,184,4706,415,105,298,182,266,58,68,277,345,5000,450,176,36,Credit/Debit Card,12566,837.7333333
526,24,Non-binary,Junior,Computer Science,1356,328,5658,901,369,298,156,284,114,76,145,345,5000,450,119,102,Credit/Debit Card,14345,956.3333333
527,23,Female,Junior,Economics,916,927,5244,411,249,298,157,173,69,71,255,345,5000,450,83,189,Credit/Debit Card,13921,928.0666667
528,18,Non-binary,Freshman,Economics,1059,668,3940,836,175,298,131,168,30,81,215,345,5000,450,178,31,Credit/Debit Card,12546,836.4
529,24,Female,Junior,Psychology,941,203,3048,617,214,298,113,233,109,49,266,345,5000,450,73,176,Credit/Debit Card,11194,746.2666667
530,24,Male,Senior,Psychology,764,521,4504,828,142,298,117,163,73,32,299,345,5000,450,51,51,Mobile Payment App,12874,858.2666667
531,25,Non-binary,Sophomore,Economics,983,670,4654,613,246,298,126,255,146,20,59,345,5000,450,155,197,Cash,13234,882.2666667
532,18,Non-binary,Senior,Biology,1295,263,4502,647,112,298,137,172,106,88,108,345,5000,450,42,32,Mobile Payment App,12302,820.1333333
533,22,Female,Sophomore,Computer Science,1301,883,4856,519,141,298,57,99,76,70,60,345,5000,450,116,199,Cash,13169,877.9333333
534,22,Non-binary,Junior,Biology,829,369,5246,702,146,298,88,286,144,37,268,345,5000,450,85,191,Cash,13655,910.3333333
535,22,Non-binary,Sophomore,Psychology,1296,1,4574,759,147,298,143,56,128,72,202,345,5000,450,49,190,Credit/Debit Card,12414,827.6
536,21,Male,Freshman,Biology,1278,506,3566,513,360,298,81,145,48,70,252,345,5000,450,94,140,Credit/Debit Card,11868,791.2
537,18,Female,Senior,Biology,725,148,4782,643,169,298,164,59,137,76,207,345,5000,450,189,42,Credit/Debit Card,12709,847.2666667
538,20,Male,Senior,Biology,525,41,4603,889,187,298,85,118,24,85,75,345,5000,450,158,108,Cash,12466,831.0666667
539,25,Non-binary,Junior,Biology,1006,293,3397,583,167,298,74,195,22,75,77,345,5000,450,174,107,Mobile Payment App,11257,750.4666667
540,20,Male,Sophomore,Biology,872,661,5328,470,220,298,167,249,122,47,152,345,5000,450,51,128,Mobile Payment App,13688,912.5333333
541,20,Non-binary,Senior,Engineering,549,302,5909,409,270,298,66,117,61,75,278,345,5000,450,132,30,Credit/Debit Card,13742,916.1333333
542,20,Non-binary,Junior,Engineering,885,380,5717,726,135,298,60,60,69,27,127,345,5000,450,87,179,Cash,13660,910.6666667
543,19,Female,Senior,Computer Science,1197,772,4227,695,180,298,91,104,106,31,177,345,5000,450,48,21,Mobile Payment App,12545,836.3333333
544,25,Male,Senior,Psychology,539,429,5598,869,209,298,71,106,116,41,120,345,5000,450,149,36,Cash,13837,922.4666667
545,22,Male,Sophomore,Computer Science,804,911,3810,577,291,298,167,294,64,64,266,345,5000,450,134,137,Cash,12808,853.8666667
546,25,Non-binary,Sophomore,Economics,1109,289,3324,946,359,298,123,272,88,27,141,345,5000,450,107,125,Mobile Payment App,11894,792.9333333
547,25,Female,Senior,Computer Science,1126,771,3126,823,374,298,125,215,90,77,242,345,5000,450,112,99,Credit/Debit Card,12147,809.8
548,22,Non-binary,Junior,Economics,849,229,5145,830,364,298,113,118,60,35,237,345,5000,450,175,192,Cash,13591,906.0666667
549,23,Non-binary,Sophomore,Psychology,503,158,4627,696,361,298,121,136,141,60,95,345,5000,450,139,72,Credit/Debit Card,12699,846.6
550,20,Male,Senior,Biology,1293,449,3734,913,324,298,149,134,103,86,288,345,5000,450,131,120,Mobile Payment App,12524,834.9333333
551,20,Male,Junior,Biology,903,96,4215,502,294,298,77,160,96,23,87,345,5000,450,161,73,Credit/Debit Card,11877,791.8
552,23,Non-binary,Junior,Psychology,1149,685,5510,503,308,298,171,206,144,82,109,345,5000,450,196,60,Credit/Debit Card,14067,937.8
553,20,Non-binary,Freshman,Biology,1363,536,3639,536,132,298,137,231,107,91,208,345,5000,450,185,72,Mobile Payment App,11967,797.8
554,19,Non-binary,Junior,Engineering,1056,959,4665,593,100,298,157,214,113,50,286,345,5000,450,87,200,Cash,13517,901.1333333
555,18,Male,Senior,Engineering,1245,80,3063,836,397,298,136,89,110,29,155,345,5000,450,59,186,Mobile Payment App,11233,748.8666667
556,25,Female,Senior,Computer Science,1149,387,5744,849,301,298,112,162,141,74,89,345,5000,450,107,108,Mobile Payment App,14167,944.4666667
557,19,Female,Freshman,Psychology,1226,798,4066,494,350,298,192,159,34,52,226,345,5000,550,136,62,Cash,12762,850.8
558,22,Non-binary,Freshman,Engineering,965,387,3983,466,205,298,191,116,65,61,192,345,5000,550,96,188,Mobile Payment App,12143,809.5333333
559,21,Male,Freshman,Engineering,1338,889,4956,658,179,298,79,151,116,30,116,345,5000,550,191,24,Credit/Debit Card,13582,905.4666667
560,20,Male,Senior,Engineering,1414,811,5141,752,186,298,139,170,64,46,148,345,5000,550,31,96,Credit/Debit Card,13777,918.4666667
561,24,Non-binary,Junior,Psychology,1232,648,5249,485,248,298,52,64,94,75,280,345,5000,550,48,46,Mobile Payment App,13482,898.8
562,18,Male,Freshman,Engineering,528,612,4015,477,286,298,87,93,29,76,292,345,5000,550,175,65,Cash,12400,826.6666667
563,22,Male,Sophomore,Computer Science,1377,500,4846,482,335,298,133,87,33,57,161,345,5000,550,82,98,Credit/Debit Card,13007,867.1333333
564,23,Non-binary,Freshman,Computer Science,1078,857,4983,887,248,298,152,211,52,24,180,345,5000,550,106,130,Credit/Debit Card,14023,934.8666667
565,20,Male,Sophomore,Computer Science,766,926,5019,898,226,298,60,174,86,22,188,345,5000,550,147,111,Cash,14050,936.6666667
566,22,Non-binary,Senior,Engineering,1289,253,4960,529,229,298,59,182,35,64,96,345,5000,550,123,77,Credit/Debit Card,12800,853.3333333
567,21,Male,Sophomore,Economics,887,825,4948,731,309,298,194,60,109,86,126,345,5000,550,177,140,Cash,13898,926.5333333
568,18,Male,Sophomore,Biology,1040,721,3004,919,206,298,81,197,48,60,159,345,5000,550,132,70,Cash,11790,786
569,21,Female,Senior,Engineering,940,973,5912,951,352,298,108,62,62,70,249,345,5000,550,98,150,Credit/Debit Card,15180,1012
570,25,Male,Sophomore,Biology,895,924,5734,489,157,298,94,92,21,23,261,345,5000,550,57,113,Mobile Payment App,14158,943.8666667
571,25,Male,Sophomore,Psychology,1113,378,3901,533,201,298,133,156,146,61,144,345,5000,550,81,87,Credit/Debit Card,12014,800.9333333
572,24,Non-binary,Freshman,Biology,982,563,5027,830,264,298,126,213,52,62,296,345,5000,550,157,54,Cash,13837,922.4666667
573,22,Male,Freshman,Psychology,1401,392,5008,769,331,298,149,280,38,33,100,345,5000,550,150,167,Credit/Debit Card,13610,907.3333333
574,18,Male,Sophomore,Psychology,772,72,5891,765,359,298,133,51,23,61,250,345,5000,550,128,171,Mobile Payment App,14097,939.8
575,20,Male,Senior,Economics,912,387,3866,487,261,298,199,225,115,34,184,345,5000,550,197,144,Credit/Debit Card,12292,819.4666667
576,23,Female,Sophomore,Economics,946,859,5240,409,380,298,179,148,81,59,101,345,5000,550,139,96,Cash,13884,925.6
577,23,Non-binary,Junior,Biology,834,858,4874,565,127,298,102,216,119,93,143,345,5000,550,144,82,Mobile Payment App,13516,901.0666667
578,24,Male,Freshman,Psychology,695,457,3265,438,340,298,77,109,63,24,201,345,5000,550,137,82,Cash,11386,759.0666667
579,20,Male,Sophomore,Biology,1479,398,5517,854,238,298,93,254,118,22,143,345,5000,550,36,67,Cash,13933,928.8666667
580,21,Non-binary,Sophomore,Economics,994,469,3783,415,144,298,172,133,41,88,284,345,5000,550,116,199,Mobile Payment App,12037,802.4666667
581,25,Female,Sophomore,Biology,843,555,5071,604,126,298,195,193,107,53,159,345,5000,550,49,72,Mobile Payment App,13377,891.8
582,21,Non-binary,Junior,Biology,1412,671,6000,917,295,298,191,103,22,85,297,345,5000,550,62,140,Mobile Payment App,14976,998.4
583,22,Male,Junior,Computer Science,727,238,5354,733,325,298,182,155,42,81,220,345,5000,550,199,176,Credit/Debit Card,13898,926.5333333
584,25,Male,Sophomore,Computer Science,622,642,4637,862,290,298,200,266,21,44,229,345,5000,550,168,77,Mobile Payment App,13629,908.6
585,23,Female,Senior,Computer Science,1392,197,3161,954,287,298,101,168,55,52,180,345,5000,550,135,99,Credit/Debit Card,11582,772.1333333
586,19,Male,Sophomore,Computer Science,1491,809,4924,792,191,298,144,287,81,36,223,345,5000,550,104,186,Credit/Debit Card,13970,931.3333333
587,22,Non-binary,Junior,Engineering,1038,540,4378,791,202,298,93,184,105,48,254,345,5000,550,79,160,Mobile Payment App,13027,868.4666667
588,24,Female,Junior,Biology,854,501,3269,990,249,298,198,247,135,27,53,345,5000,550,98,67,Mobile Payment App,12027,801.8
589,21,Male,Sophomore,Biology,1415,688,5211,857,254,298,156,275,148,54,227,345,5000,550,119,87,Cash,14269,951.2666667
590,18,Non-binary,Senior,Economics,1136,434,4522,642,144,298,121,219,149,80,188,345,5000,550,54,146,Mobile Payment App,12892,859.4666667
591,22,Non-binary,Senior,Computer Science,971,100,3645,979,163,298,134,50,85,86,267,345,5000,550,193,80,Credit/Debit Card,11975,798.3333333
592,20,Non-binary,Senior,Economics,1115,31,5206,442,332,298,149,229,116,69,272,345,5000,550,103,160,Mobile Payment App,13302,886.8
593,20,Non-binary,Freshman,Biology,523,279,4777,417,256,298,188,156,105,77,191,345,5000,550,137,41,Cash,12817,854.4666667
594,24,Non-binary,Junior,Psychology,533,815,5620,850,203,298,166,220,91,34,235,345,5000,550,39,138,Credit/Debit Card,14604,973.6
595,19,Female,Sophomore,Psychology,1129,832,3885,691,131,298,147,218,38,38,292,345,5000,550,168,100,Cash,12733,848.8666667
596,22,Non-binary,Senior,Economics,739,883,3099,900,281,298,111,108,121,29,161,345,5000,550,137,46,Credit/Debit Card,12069,804.6
597,18,Female,Senior,Engineering,1099,423,3690,973,287,298,98,270,146,100,136,345,5000,550,128,129,Mobile Payment App,12573,838.2
598,25,Non-binary,Junior,Psychology,610,148,5414,887,256,298,57,209,84,76,220,345,5000,550,184,104,Mobile Payment App,13832,922.1333333
599,23,Male,Junior,Biology,1305,642,5566,844,274,298,120,178,28,28,179,345,5000,550,122,73,Credit/Debit Card,14247,949.8
600,23,Female,Freshman,Engineering,1263,744,3369,825,141,298,117,135,45,39,159,345,5000,550,158,114,Cash,12039,802.6
601,23,Female,Freshman,Engineering,656,836,3586,770,172,298,111,261,78,99,177,345,5000,550,145,74,Cash,12502,833.4666667
602,22,Female,Junior,Economics,975,406,3855,752,249,298,93,122,125,56,181,345,5000,550,103,50,Credit/Debit Card,12185,812.3333333
603,25,Male,Freshman,Computer Science,1459,996,4957,892,142,298,51,243,128,83,131,345,5000,550,64,35,Mobile Payment App,13915,927.6666667
604,25,Non-binary,Junior,Biology,1302,115,3265,561,252,298,88,196,84,27,158,345,5000,550,125,121,Mobile Payment App,11185,745.6666667
605,18,Female,Senior,Computer Science,1115,709,4745,733,262,298,118,197,97,79,182,345,5000,550,32,52,Mobile Payment App,13399,893.2666667
606,24,Non-binary,Freshman,Engineering,816,658,4614,498,181,298,103,54,67,68,288,345,5000,550,163,141,Mobile Payment App,13028,868.5333333
607,24,Non-binary,Freshman,Engineering,1358,32,5658,696,136,298,77,216,70,89,103,345,5000,550,90,163,Mobile Payment App,13523,901.5333333
608,20,Female,Junior,Psychology,1054,87,5634,998,266,298,170,191,137,100,175,345,5000,550,94,81,Cash,14126,941.7333333
